ID	phase	blk	tri	targetId,	cat1	cat2	err	comp,	distance,	ct	startTimeToComplete,	clk	TimeOUt
S4	P1	B1	4	16	new		0	TRUE	0	2943	2944	1	0
S4	P1	B1	5	12	new		2	TRUE	0	6647	6649	3	0
S4	P1	B2	1	19	new		0	TRUE	0	4567	4567	1	0
S4	P1	B2	2	8	new		0	TRUE	0	2624	2624	1	0
S4	P1	B2	3	12	new		1	TRUE	0	4808	4809	2	0
S4	P1	B2	4	16	new		0	TRUE	0	2551	2551	1	0
S4	P1	B2	5	3	new		0	TRUE	0	2672	2672	1	0
S4	P1	B3	1	16	new		0	TRUE	0	3447	3447	1	0
S4	P1	B3	2	3	new		0	TRUE	0	2912	2912	1	0
S4	P1	B3	3	8	new		0	TRUE	0	2640	2640	1	0
S4	P1	B3	4	19	new		0	TRUE	0	2152	2152	1	0
S4	P1	B3	5	12	new		1	TRUE	0	4112	4112	2	0
S4	P2	B1	1	16			0	TRUE	0	3353	3353	1	0
S4	P2	B1	3	8			3	TRUE	0	6592	6592	4	0
S4	P2	B1	4	6	new		2	TRUE	0	5078	5080	3	0
S4	P2	B1	5	19			0	TRUE	0	2600	2600	1	0
S4	P2	B1	6	3			0	TRUE	0	4152	4152	1	0
S4	P2	B1	8	1	new		0	TRUE	0	4544	4544	1	0
S4	P2	B1	9	12			0	TRUE	0	3712	3712	1	0
S4	P2	B1	10	10	new		0	TRUE	0	2840	2841	1	0
S4	P2	B2	1	16			0	TRUE	0	3215	3215	1	0
S4	P2	B2	2	6	new		2	TRUE	0	4175	4176	3	0
S4	P2	B2	3	14	new		3	TRUE	0	6758	6760	4	0
S4	P2	B2	4	10	new		1	TRUE	0	3088	3088	2	0
S4	P2	B2	5	18	new		0	TRUE	0	2680	2680	1	0
S4	P2	B2	6	1	new		0	TRUE	0	3359	3359	1	0
S4	P2	B2	7	8			0	TRUE	0	2975	2976	1	0
S4	P2	B2	8	19			1	TRUE	0	3872	3873	2	0
S4	P2	B2	9	12			2	TRUE	0	5312	5312	3	0
S4	P2	B2	10	3			2	TRUE	0	6888	6888	3	0
S4	P2	B3	1	6	new		0	TRUE	0	3192	3192	1	0
S4	P2	B3	2	3			2	TRUE	0	6311	6312	3	0
S4	P2	B3	3	1	new		0	TRUE	0	3711	3711	1	0
S4	P2	B3	4	12			1	TRUE	0	3513	3513	2	0
S4	P2	B3	5	14	new		0	TRUE	0	4408	4408	1	0
S4	P2	B3	6	19			1	TRUE	0	3783	3784	2	0
S4	P2	B3	7	10	new		1	TRUE	0	3536	3536	2	0
S4	P2	B3	8	18	new		0	TRUE	0	2040	2040	1	0
S4	P2	B3	9	8			0	TRUE	0	3695	3695	1	0
S4	P2	B3	10	16			2	TRUE	0	5014	5016	3	0
S4	P3	B1	1	13	new		0	TRUE	0	2601	2601	1	0
S4	P3	B1	2	16			2	TRUE	0	4719	4720	3	0
S4	P3	B1	3	9	new		1	TRUE	0	3935	3935	2	0
S4	P3	B1	4	12			1	TRUE	0	3976	3976	2	0
S4	P3	B1	5	3			2	TRUE	0	4935	4936	3	0
S4	P3	B1	6	14			5	TRUE	0	10892	10895	6	0
S4	P3	B1	7	17	new		2	TRUE	0	4734	4735	3	0
S4	P3	B1	8	5	new		3	TRUE	0	5151	5152	4	0
S4	P3	B1	9	1			0	TRUE	0	4097	4097	1	0
S4	P3	B1	10	18			0	TRUE	0	2655	2655	1	0
S4	P3	B1	11	10			2	TRUE	0	4032	4033	3	0
S4	P3	B1	12	8			0	TRUE	0	2696	2696	1	0
S4	P3	B1	13	19			0	TRUE	0	3639	3639	1	0
S4	P3	B1	14	6			3	TRUE	0	4560	4561	4	0
S4	P3	B1	15	0	new		0	TRUE	0	3344	3344	1	0
S4	P3	B2	2	6			3	TRUE	0	4776	4776	4	0
S4	P3	B2	3	14			2	TRUE	0	5943	5944	3	0
S4	P3	B2	4	19			0	TRUE	0	2470	2471	1	0
S4	P3	B2	5	18			0	TRUE	0	2656	2656	1	0
S4	P3	B2	6	8			0	TRUE	0	3296	3297	1	0
S4	P3	B2	7	5	new		0	TRUE	0	2127	2127	1	0
S4	P3	B2	8	12			3	TRUE	0	6054	6056	4	0
S4	P3	B2	9	0	new		1	TRUE	0	3071	3073	2	0
S4	P3	B2	10	9	new		2	TRUE	0	4589	4591	3	0
S4	P3	B2	11	3			0	TRUE	0	3632	3633	1	0
S4	P3	B2	12	13	new		4	TRUE	0	7399	7399	5	0
S4	P3	B2	13	10			1	TRUE	0	5576	5577	2	0
S4	P3	B2	15	16			2	TRUE	0	4208	4208	3	0
S4	P3	B3	1	14			2	TRUE	0	6559	6560	3	0
S4	P3	B3	2	8			1	TRUE	0	3736	3736	2	0
S4	P3	B3	3	13	new		1	TRUE	0	4222	4223	2	0
S4	P3	B3	4	3			2	TRUE	0	5152	5153	3	0
S4	P3	B3	5	9	new		1	TRUE	0	3784	3784	2	0
S4	P3	B3	6	5	new		0	TRUE	0	2424	2424	1	0
S4	P3	B3	7	6			4	TRUE	0	7854	7855	5	0
S4	P3	B3	8	16			1	TRUE	0	4000	4001	2	0
S4	P3	B3	9	1			8	TRUE	0	12469	12472	9	0
S4	P3	B3	10	12			6	TRUE	0	8029	8031	7	0
S4	P3	B3	11	10			0	TRUE	0	2782	2783	1	0
S4	P3	B3	12	19			0	TRUE	0	2263	2264	1	0
S4	P3	B3	13	18			0	TRUE	0	3057	3057	1	0
S4	P3	B3	14	0	new		0	TRUE	0	2679	2679	1	0
S4	P3	B3	15	17	new		6	TRUE	0	10679	10680	7	0
S4	P4	B1	1	12			2	TRUE	0	4199	4200	3	0
S4	P4	B1	2	9			2	TRUE	0	3960	3961	3	0
S4	P4	B1	3	6			4	TRUE	0	5087	5087	5	0
S4	P4	B1	4	4	new		3	TRUE	0	5440	5440	4	0
S4	P4	B1	5	16			2	TRUE	0	4335	4336	3	0
S4	P4	B1	6	7	new		1	TRUE	0	3863	3863	2	0
S4	P4	B1	7	3			0	TRUE	0	3463	3464	1	0
S4	P4	B1	8	13			0	TRUE	0	5608	5608	1	0
S4	P4	B1	9	5			1	TRUE	0	3015	3016	2	0
S4	P4	B1	10	14			1	TRUE	0	4263	4265	2	0
S4	P4	B1	11	19			0	TRUE	0	2463	2463	1	0
S4	P4	B1	12	1			9	TRUE	0	19975	19976	10	0
S4	P4	B1	13	10			0	TRUE	0	2767	2768	1	0
S4	P4	B1	14	11	new		2	TRUE	0	5783	5784	3	0
S4	P4	B1	15	8			1	TRUE	0	4943	4944	2	0
S4	P4	B1	16	18			0	TRUE	0	3080	3080	1	0
S4	P4	B1	17	17			2	TRUE	0	7311	7312	3	0
S4	P4	B1	18	15	new		2	TRUE	0	5304	5304	3	0
S4	P4	B1	19	2	new		5	TRUE	0	8678	8680	6	0
S4	P4	B1	20	0			0	TRUE	0	3056	3056	1	0
S4	P4	B2	1	19			0	TRUE	0	2510	2511	1	0
S4	P4	B2	2	13			3	TRUE	0	6328	6329	4	0
S4	P4	B2	4	18			0	TRUE	0	4127	4128	1	0
S4	P4	B2	5	7	new		0	TRUE	0	2927	2928	1	0
S4	P4	B2	6	14			1	TRUE	0	5176	5177	2	0
S4	P4	B2	7	3			7	TRUE	0	13646	13647	8	0
S4	P4	B2	8	9			2	TRUE	0	5054	5056	3	0
S4	P4	B2	9	0			2	TRUE	0	4280	4281	3	0
S4	P4	B2	10	15	new		3	TRUE	0	4703	4704	4	0
S4	P4	B2	11	6			2	TRUE	0	3935	3935	3	0
S4	P4	B2	12	10			0	TRUE	0	2800	2800	1	0
S4	P4	B2	13	8			1	TRUE	0	3199	3200	2	0
S4	P4	B2	14	16			0	TRUE	0	3119	3120	1	0
S4	P4	B2	16	2	new		2	TRUE	0	6983	6984	3	0
S4	P4	B2	17	5			3	TRUE	0	5183	5184	4	0
S4	P4	B2	18	11	new		1	TRUE	0	4623	4623	2	0
S4	P4	B2	20	4	new		2	TRUE	0	5030	5032	3	0
S4	P4	B3	2	17		v6	1	TRUE	0	3735	3736	2	0
S4	P4	B3	3	14		v9	0	TRUE	0	3776	3776	1	0
S4	P4	B3	4	8		v15	3	TRUE	0	6926	6927	4	0
S4	P4	B3	5	12		v15	2	TRUE	0	5048	5048	3	0
S4	P4	B3	6	19		v15	0	TRUE	0	2159	2159	1	0
S4	P4	B3	7	16		v15	1	TRUE	0	3239	3240	2	0
S4	P4	B3	8	13		v6	4	TRUE	0	6926	6929	5	0
S4	P4	B3	9	10		v9	1	TRUE	0	3191	3192	2	0
S4	P4	B3	10	7	new	v3	1	TRUE	0	3862	3863	2	0
S4	P4	B3	11	2	new	v3	2	TRUE	0	5086	5088	3	0
S4	P4	B3	12	9		v6	2	TRUE	0	3928	3929	3	0
S4	P4	B3	13	18		v9	1	TRUE	0	4903	4903	2	0
S4	P4	B3	14	3		v15	0	TRUE	0	3312	3312	1	0
S4	P4	B3	17	15	new	v3	2	TRUE	0	5614	5615	3	0
S4	P4	B3	18	4	new	v3	3	TRUE	0	5127	5129	4	0
S4	P4	B3	19	0		v6	1	TRUE	0	5552	5552	2	0
S4	P4	B3	20	5		v6	1	TRUE	0	3343	3343	2	0
S5	P1	B1	1	16	new		0	TRUE	0	3824	3824	1	0
S5	P1	B1	2	3	new		0	TRUE	0	4205	4208	1	0
S5	P1	B1	3	12	new		0	TRUE	0	3887	3888	1	0
S5	P1	B1	4	8	new		0	TRUE	0	4862	4863	1	0
S5	P1	B1	5	19	new		0	TRUE	0	3071	3073	1	0
S5	P1	B2	1	12	new		1	TRUE	0	5775	5776	2	0
S5	P1	B2	2	8	new		1	TRUE	0	4246	4247	2	0
S5	P1	B2	3	3	new		0	TRUE	0	3551	3552	1	0
S5	P1	B2	4	19	new		0	TRUE	0	3615	3616	1	0
S5	P1	B2	5	16	new		0	TRUE	0	3111	3112	1	0
S5	P1	B3	1	3	new		0	TRUE	0	3671	3672	1	0
S5	P1	B3	2	19	new		0	TRUE	0	3983	3984	1	0
S5	P1	B3	3	8	new		1	TRUE	0	6662	6664	2	0
S5	P1	B3	4	12	new		0	TRUE	0	4359	4360	1	0
S5	P1	B3	5	16	new		0	TRUE	0	2503	2504	1	0
S5	P2	B1	1	8			3	TRUE	0	10252	10256	4	0
S5	P2	B1	2	18	new		2	TRUE	0	8140	8143	3	0
S5	P2	B1	4	1	new		0	TRUE	0	4511	4512	1	0
S5	P2	B1	5	19			0	TRUE	0	4045	4047	1	0
S5	P2	B1	6	10	new		3	TRUE	0	6010	6017	4	0
S5	P2	B1	7	12			1	TRUE	0	4430	4431	2	0
S5	P2	B1	8	6	new		1	TRUE	0	4525	4528	2	0
S5	P2	B1	9	3			1	TRUE	0	5165	5168	2	0
S5	P2	B1	10	16			2	TRUE	0	4587	4592	3	0
S5	P2	B2	1	1	new		0	TRUE	0	4431	4432	1	0
S5	P2	B2	2	8			3	TRUE	0	7220	7224	4	0
S5	P2	B2	3	14	new		2	TRUE	0	9548	9552	3	0
S5	P2	B2	4	3			0	TRUE	0	4063	4064	1	0
S5	P2	B2	5	12			0	TRUE	0	2775	2776	1	0
S5	P2	B2	6	19			0	TRUE	0	3208	3208	1	0
S5	P2	B2	7	10	new		2	TRUE	0	4883	4888	3	0
S5	P2	B2	8	16			2	TRUE	0	5262	5263	3	0
S5	P2	B2	9	6	new		1	TRUE	0	3478	3481	2	0
S5	P2	B3	1	1	new		0	TRUE	0	4207	4208	1	0
S5	P2	B3	2	19			0	TRUE	0	2631	2632	1	0
S5	P2	B3	3	16			1	TRUE	0	3774	3777	2	0
S5	P2	B3	4	10	new		2	TRUE	0	4253	4256	3	0
S5	P2	B3	5	12			0	TRUE	0	3118	3119	1	0
S5	P2	B3	6	8			3	TRUE	0	5780	5784	4	0
S5	P2	B3	7	14	new		3	TRUE	0	6026	6032	4	0
S5	P2	B3	8	3			1	TRUE	0	4662	4664	2	0
S5	P2	B3	9	18	new		0	TRUE	0	2631	2632	1	0
S5	P2	B3	10	6	new		0	TRUE	0	6503	6504	1	0
S5	P3	B1	2	5	new		2	TRUE	0	7931	7937	3	0
S5	P3	B1	3	14			3	TRUE	0	7948	7951	4	0
S5	P3	B1	4	17	new		1	TRUE	0	4654	4656	2	0
S5	P3	B1	5	19			0	TRUE	0	3838	3840	1	0
S5	P3	B1	6	10			3	TRUE	0	4890	4896	4	0
S5	P3	B1	7	18			2	TRUE	0	5069	5072	3	0
S5	P3	B1	8	1			1	TRUE	0	4957	4959	2	0
S5	P3	B1	10	16			1	TRUE	0	6142	6144	2	0
S5	P3	B1	11	12			1	TRUE	0	5758	5760	2	0
S5	P3	B1	12	6			0	TRUE	0	9199	9199	1	0
S5	P3	B1	13	8			6	TRUE	0	9662	9672	7	0
S5	P3	B1	14	3			2	TRUE	0	7006	7009	3	0
S5	P3	B1	15	0	new		0	TRUE	0	3238	3239	1	0
S5	P3	B2	1	6			4	TRUE	0	7553	7561	5	0
S5	P3	B2	2	8			5	TRUE	0	7745	7751	6	0
S5	P3	B2	4	3			2	TRUE	0	10674	10679	3	0
S5	P3	B2	5	0	new		0	TRUE	0	2703	2704	1	0
S5	P3	B2	6	5	new		4	TRUE	0	5770	5776	5	0
S5	P3	B2	7	19			0	TRUE	0	3175	3176	1	0
S5	P3	B2	8	18			0	TRUE	0	3079	3080	1	0
S5	P3	B2	9	12			2	TRUE	0	3908	3911	3	0
S5	P3	B2	10	10			1	TRUE	0	3174	3176	2	0
S5	P3	B2	11	14			3	TRUE	0	7340	7344	4	0
S5	P3	B2	12	9	new		4	TRUE	0	11364	11368	5	0
S5	P3	B2	13	16			3	TRUE	0	8899	8904	4	0
S5	P3	B2	14	1			1	TRUE	0	4894	4896	2	0
S5	P3	B2	15	17	new		1	TRUE	0	4382	4384	2	0
S5	P3	B3	1	19			0	TRUE	0	4102	4103	1	0
S5	P3	B3	2	16			1	TRUE	0	3576	3577	2	0
S5	P3	B3	3	18			0	TRUE	0	2750	2751	1	0
S5	P3	B3	4	17	new		8	TRUE	0	14011	14024	9	0
S5	P3	B3	5	12			1	TRUE	0	3950	3953	2	0
S5	P3	B3	6	13	new		5	TRUE	0	7273	7279	6	0
S5	P3	B3	7	0	new		0	TRUE	0	2695	2696	1	0
S5	P3	B3	8	1			1	TRUE	0	3741	3744	2	0
S5	P3	B3	9	14			3	TRUE	0	5582	5585	4	0
S5	P3	B3	10	6			1	TRUE	0	3916	3919	2	0
S5	P3	B3	11	3			0	TRUE	0	3255	3257	1	0
S5	P3	B3	12	5	new		4	TRUE	0	6404	6407	5	0
S5	P3	B3	13	8			4	TRUE	0	6875	6880	5	0
S5	P3	B3	14	9	new		0	TRUE	0	2599	2600	1	0
S5	P3	B3	15	10			0	TRUE	0	2567	2568	1	0
S5	P4	B1	1	8			9	TRUE	0	10775	10784	10	0
S5	P4	B1	2	14			3	TRUE	0	12290	12296	4	0
S5	P4	B1	4	6			7	TRUE	0	7908	7919	8	0
S5	P4	B1	5	0			0	TRUE	0	3254	3256	1	0
S5	P4	B1	6	17			0	TRUE	0	2967	2968	1	0
S5	P4	B1	7	9			2	TRUE	0	4014	4017	3	0
S5	P4	B1	8	7	new		0	TRUE	0	2719	2720	1	0
S5	P4	B1	9	18			0	TRUE	0	3150	3151	1	0
S5	P4	B1	10	11	new		5	TRUE	0	9506	9512	6	0
S5	P4	B1	11	3			1	TRUE	0	4326	4328	2	0
S5	P4	B1	12	2	new		6	TRUE	0	7808	7816	7	0
S5	P4	B1	13	1			0	TRUE	0	3607	3608	1	0
S5	P4	B1	14	13			5	TRUE	0	6857	6864	6	0
S5	P4	B1	15	10			2	TRUE	0	5091	5096	3	0
S5	P4	B1	16	19			0	TRUE	0	2878	2879	1	0
S5	P4	B1	18	5			5	TRUE	0	7794	7799	6	0
S5	P4	B1	19	12			1	TRUE	0	3870	3872	2	0
S5	P4	B1	20	16			2	TRUE	0	3957	3960	3	0
S5	P4	B2	2	0			0	TRUE	0	3606	3608	1	0
S5	P4	B2	3	17			7	TRUE	0	11805	11815	8	0
S5	P4	B2	4	5			0	TRUE	0	4855	4857	1	0
S5	P4	B2	5	11	new		3	TRUE	0	7211	7215	4	0
S5	P4	B2	7	9			2	TRUE	0	5956	5959	3	0
S5	P4	B2	8	19			0	TRUE	0	2911	2913	1	0
S5	P4	B2	10	7	new		1	TRUE	0	3973	3976	2	0
S5	P4	B2	11	13			1	TRUE	0	5797	5801	2	0
S5	P4	B2	12	12			2	TRUE	0	4725	4727	3	0
S5	P4	B2	13	4	new		1	TRUE	0	6189	6192	2	0
S5	P4	B2	14	18			0	TRUE	0	3542	3544	1	0
S5	P4	B2	15	16			1	TRUE	0	4615	4616	2	0
S5	P4	B2	16	3			3	TRUE	0	5396	5400	4	0
S5	P4	B2	17	10			7	TRUE	0	11205	11216	8	0
S5	P4	B2	18	14			0	TRUE	0	7174	7175	1	0
S5	P4	B2	19	1			4	TRUE	0	7689	7697	5	0
S5	P4	B2	20	6			2	TRUE	0	6261	6263	3	0
S5	P4	B3	1	19		v15	0	TRUE	0	4591	4593	1	0
S5	P4	B3	2	5		v6	4	TRUE	0	6204	6207	5	0
S5	P4	B3	3	7	new	v3	0	TRUE	0	2615	2617	1	0
S5	P4	B3	4	16		v15	2	TRUE	0	4708	4711	3	0
S5	P4	B3	5	15	new	v3	0	TRUE	0	2974	2976	1	0
S5	P4	B3	6	3		v15	2	TRUE	0	6306	6311	3	0
S5	P4	B3	7	11	new	v3	2	TRUE	0	5284	5288	3	0
S5	P4	B3	8	9		v6	1	TRUE	0	4182	4184	2	0
S5	P4	B3	10	17		v6	2	TRUE	0	6493	6496	3	0
S5	P4	B3	11	4	new	v3	0	TRUE	0	2895	2896	1	0
S5	P4	B3	12	10		v9	4	TRUE	0	5786	5791	5	0
S5	P4	B3	13	0		v6	0	TRUE	0	3030	3032	1	0
S5	P4	B3	14	6		v9	3	TRUE	0	5564	5569	4	0
S5	P4	B3	15	1		v9	0	TRUE	0	3694	3695	1	0
S5	P4	B3	17	18		v9	0	TRUE	0	3759	3759	1	0
S5	P4	B3	18	13		v6	3	TRUE	0	6722	6729	4	0
S5	P4	B3	20	12		v15	1	TRUE	0	3590	3592	2	0
